Accelerometer,,,,,
time,x,y,z,,
813,10.08695984,0.771453857,-0.106887817,,
833,9.554992676,0.222412109,-0.076156616,,
852,9.840209961,1.122467041,-1.014602661,,
872,10.60818481,-0.140167236,-1.161819458,,
891,10.03401184,-1.203994751,-0.388183594,,
933,9.977340698,-1.267425537,-0.666473389,,
951,9.813537598,-1.403579712,-0.384246826,,
970,9.855499268,-1.383270264,-0.397766113,,
990,10.46009827,-2.644683838,-1.660476685,,
1009,10.39050293,-2.856491089,-1.35043335,,
1033,10.53425598,-2.557632446,-1.396957397,,
1051,10.41494751,-2.595535278,-1.427566528,,
1073,10.15298462,-2.529251099,-1.146591187,,
1089,9.897247314,-1.873306274,-1.384353638,,
1109,9.908203125,-1.465194702,-1.287094116,,
1127,9.900299072,-1.37210083,-1.30039978,,
1153,9.848526001,-1.137512207,-1.369125366,,
1174,9.84413147,-1.266494751,-1.527984619,,
1188,10.11383057,-1.494750977,-1.439376831,,
1213,10.20857239,-1.574371338,-1.397018433,,
1226,9.982650757,-1.502716064,-1.23147583,,
1246,9.847167969,-1.385070801,-1.220993042,,
1272,10.00769043,-1.332717896,-1.202102661,,
1286,10.07777405,-1.278549194,-1.003860474,,
1305,10.10914612,-1.148544312,-0.870285034,,
1324,10.13331604,-1.100906372,-0.725082397,,
1344,10.0712738,-1.251205444,-0.557937622,,
1363,10.22143555,-1.584625244,-0.611999512,,
1383,10.33004761,-1.665679932,-0.491104126,,
1407,10.15933228,-1.391113281,-0.221694946,,
1423,10.12541199,-1.374420166,-0.047668457,,
1442,10.27365112,-1.604522705,0.021133423,,
1462,10.1471405,-1.30960083,0.191955566,,
1482,9.975448608,-0.652526855,0.615478516,,
1501,10.01661682,-0.084976196,0.683135986,,
1524,10.25154114,0.15625,0.627319336,,
1542,10.12532043,0.56036377,0.900115967,,
1563,9.901519775,1.150848389,0.595825195,,
1580,10.14372253,1.129074097,0.241424561,,
1599,10.02566528,1.528503418,0.334259033,,
1621,9.985244751,2.097732544,0.421203613,,
1640,10.01516724,2.239059448,0.329208374,,
1659,10.03507996,2.486358643,0.137680054,,
1679,10.14849854,2.575576782,0.124740601,,
1699,10.26881409,2.501831055,0.229660034,,
1718,10.15637207,2.495773315,0.02230835,,
1739,10.00360107,2.475112915,-0.279220581,,
1758,10.24301147,2.274749756,-0.378570557,,
1798,10.12205505,2.17980957,-0.283599854,,
1818,9.893035889,1.866821289,-0.312393188,,
1836,10.00042725,1.560440063,-0.402832031,,
1856,10.22531128,1.24822998,-0.525527954,,
1880,10.23251343,1.107696533,-0.647186279,,
1897,10.27980042,1.25718689,-0.621032715,,
1916,10.20492554,1.389526367,-0.42414856,,
1935,10.27998352,1.533966064,-0.300292969,,
1954,10.17137146,1.932067871,-0.129013062,,
1974,10.26832581,1.99407959,-0.247695923,,
1997,10.2333374,1.510055542,0.011978149,,
2014,9.978149414,1.026062012,-0.196762085,,
2033,9.83102417,0.605133057,-0.351928711,,
2053,9.877288818,0.390197754,-0.570083618,,
2072,10.09333801,0.382217407,-0.736160278,,
2092,10.15861511,0.277481079,-0.699417114,,
2114,10.25971985,0.110778809,-0.618743896,,
2134,10.3270874,0.017318726,-0.686050415,,
2151,10.2509613,-0.21723938,-0.747131348,,
2172,10.0967865,-0.229446411,-0.671554565,,
2191,9.872085571,0.088668823,-0.601898193,,
2210,9.732574463,0.20123291,-0.721237183,,
2235,9.888442993,-0.307403564,-0.889450073,,
2252,10.08566284,-0.888748169,-0.958236694,,
2270,10.18278503,-1.374313354,-1.059448242,,
2290,10.16241455,-1.554870605,-1.240203857,,
2308,10.18203735,-1.187515259,-1.111206055,,
2328,10.30233765,-1.123901367,-1.093566895,,
2349,10.24359131,-1.27935791,-0.856140137,,
2370,9.857559204,-1.194747925,-0.766525269,,
2388,9.956832886,-0.817169189,-0.766159058,,
2408,10.12722778,-0.709716797,-0.816650391,,
2427,10.25224304,-0.782562256,-0.985671997,,
2446,10.08610535,-0.745727539,-0.979202271,,
2470,10.03385925,-0.483642578,-0.930252075,,
2489,9.97052002,-0.429367065,-0.88218689,,
2506,9.944290161,-0.299621582,-0.929718018,,
2525,9.876846313,-0.246322632,-0.858734131,,
2545,9.959671021,-0.316131592,-1.085906982,,
2564,10.17134094,-0.357559204,-1.179443359,,
2591,10.16101074,-0.351745605,-1.332733154,,
2610,10.17243958,0.014282227,-1.218521118,,
,,,,,
Gyroscope,,,,,
time,x,y,z,,
0,0.020019531,-0.036651611,0.071868896,,
0,0.024047852,-0.039123535,0.07510376,,
0,0.034088135,-0.042297363,0.06980896,,
1,0.039123535,-0.028808594,0.048416138,,
1,0.04838562,-0.010787964,0.032806396,,
17,0.055297852,-1.68E-04,0.018264771,,
26,0.040618896,0.020263672,-0.002288818,,
60,0.029891968,0.032089233,-0.021560669,,
85,0.026809692,0.015319824,-0.003570557,,
110,0.030563354,-0.003097534,0.017303467,,
125,0.02557373,-0.002349854,-0.009735107,,
144,0.02532959,0.012924194,-0.053451538,,
163,0.021911621,0.053283691,-0.082824707,,
186,0.009857178,0.03125,-0.054489136,,
204,-0.003448486,-0.007858276,0.005996704,,
222,-0.015014648,-0.013793945,0.03944397,,
242,-0.022872925,-0.006607056,0.036956787,,
262,-0.042007446,0.009185791,0.016265869,,
282,-0.060531616,0.023880005,-0.012908936,,
303,-0.058502197,0.018859863,-0.020568848,,
323,-0.036575317,-0.002151489,0.003005981,,
341,-0.025344849,-0.017715454,0.013916016,,
360,-0.020858765,-0.019378662,-0.002059937,,
380,-0.004745483,-0.017181396,-0.016021729,,
400,0.023895264,-0.019561768,-0.014923096,,
420,0.057601929,-0.024765015,-0.003494263,,
439,0.084564209,-0.032852173,-1.98E-04,,
459,0.116287231,-0.035140991,-0.016021729,,
478,0.167266846,-0.038833618,-0.032852173,,
498,0.229736328,-0.040939331,-0.026062012,,
518,0.294845581,-0.033050537,-0.011978149,,
540,0.370193481,-0.015518188,-1.53E-04,,
559,0.468826294,-0.003753662,0.008468628,,
577,0.582580566,-0.002029419,0.012115479,,
597,0.697570801,0.007507324,0.00843811,,
616,0.804779053,-0.002792358,0.018981934,,
636,0.890686035,-0.026565552,0.036239624,,
658,0.955429077,-0.037109375,0.050460815,,
676,0.997955322,-0.042297363,0.076278687,,
696,1.065200806,-0.030975342,0.087280273,,
716,1.179443359,-0.013366699,0.073486328,,
736,1.311843872,8.09E-04,0.050216675,,
754,1.444198608,-0.010620117,0.028244019,,
773,1.578781128,-0.041107178,0.027923584,,
799,1.692520142,-0.098327637,0.058563232,,
815,1.821365356,-0.114105225,0.096588135,,
834,1.925186157,-0.052612305,0.068893433,,
853,2.200592041,0.054626465,0.006637573,,
872,2.324005127,0.107711792,-0.029586792,,
892,2.320999146,0.187591553,-0.120407104,,
933,2.179458618,0.050003052,-0.045639038,,
953,2.085739136,-0.032943726,0.053070068,,
970,2.009063721,-0.146118164,0.164306641,,
990,1.835723877,-0.246200562,0.208938599,,
1010,1.541442871,-0.278610229,0.126922607,,
1035,1.185333252,-0.305877686,-0.025314331,,
1053,0.874893188,-0.267166138,-0.18006897,,
1074,0.58052063,-0.219985962,-0.252868652,,
1090,0.307022095,-0.166549683,-0.238769531,,
1109,0.0962677,-0.096603394,-0.153808594,,
1128,-0.062805176,-0.04083252,-0.081726074,,
1153,-0.216293335,-0.015258789,-0.017501831,,
1174,-0.370193481,-0.008453369,0.062805176,,
1188,-0.56930542,0.002334595,0.104400635,,
1213,-0.781478882,0.019744873,0.067520142,,
1227,-0.982894897,0.03894043,0.020385742,,
1247,-1.161956787,0.069610596,-0.004623413,,
1273,-1.353118896,0.125244141,0.031799316,,
1287,-1.54826355,0.195968628,0.078308105,,
1305,-1.710662842,0.217926025,0.11730957,,
1325,-1.84286499,0.209899902,0.150909424,,
1345,-1.968139648,0.208953857,0.136810303,,
1364,-2.120910645,0.198471069,0.0519104,,
1384,-2.325836182,0.175964355,-0.056549072,,
1408,-2.537200928,0.12310791,-0.10383606,,
1424,-2.704315186,0.080062866,-0.08392334,,
1443,-2.87487793,0.067047119,-0.060333252,,
1463,-3.068893433,0.089797974,-0.057846069,,
1482,-3.195541382,0.116729736,-0.05480957,,
1502,-3.216293335,0.087661743,-0.045272827,,
1524,-3.181808472,0.054611206,-0.071609497,,
1543,-3.114608765,0.020736694,-0.117218018,,
1563,-2.993774414,0.034317017,-0.099502563,,
1581,-2.843673706,0.040115356,-0.052215576,,
1600,-2.717285156,1.83E-04,-0.033157349,,
1621,-2.490844727,-0.03968811,-0.033035278,,
1641,-2.20866394,-0.056564331,-0.032501221,,
1659,-1.915817261,-0.059570313,0.017822266,,
1680,-1.593780518,-0.058761597,0.094467163,,
1699,-1.261779785,-0.062515259,0.147720337,,
1719,-0.926818848,-0.063934326,0.128234863,,
1740,-0.625015259,-0.025634766,0.095718384,,
1758,-0.352722168,0.006790161,0.073944092,,
1798,-0.09526062,0.001937866,0.093490601,,
1819,0.129455566,-0.019088745,0.154388428,,
1836,0.328948975,-0.017379761,0.176864624,,
1856,0.495773315,-0.003463745,0.120834351,,
1881,0.611663818,-0.011413574,0.0284729,,
1897,0.710540771,-0.050338745,-0.017044067,,
1916,0.829223633,-0.099822998,-0.019210815,,
1937,0.958984375,-0.152145386,0.003692627,,
1954,1.112991333,-0.214233398,0.024215698,,
1974,1.338989258,-0.228591919,0.061721802,,
1998,1.565261841,-0.25038147,0.095825195,,
2015,1.748931885,-0.229217529,0.086929321,,
2034,1.86100769,-0.150024414,0.031021118,,
2054,1.902236938,-0.076904297,-0.048721313,,
2072,1.91255188,-0.03237915,-0.12260437,,
2097,1.904296875,-0.029510498,-0.125946045,,
2114,1.874282837,-0.047286987,-0.090621948,,
2134,1.828964233,-0.055496216,-0.057220459,,
2152,1.760345459,-0.059036255,-0.025665283,,
2172,1.684738159,-0.082015991,-0.017608643,,
2191,1.633789063,-0.084564209,-0.044876099,,
2211,1.633621216,-0.081604004,-0.058502197,,
2236,1.628326416,-0.078811646,-0.016921997,,
2254,1.55909729,-0.054473877,0.035446167,,
2271,1.411895752,-0.027496338,0.037826538,,
2291,1.207122803,-0.014587402,0.021438599,,
2309,1.014587402,0.010299683,0.021789551,,
2329,0.884048462,0.057876587,0.027709961,,
2351,0.781387329,0.070022583,0.04776001,,
2370,0.660522461,0.007278442,0.022399902,,
2390,0.539794922,0.026565552,-0.086639404,,
2408,0.469680786,0.074203491,-0.194534302,,
2427,0.396377563,0.066299438,-0.232070923,,
2446,0.302810669,0.022415161,-0.211105347,,
2470,0.207809448,-7.78E-04,-0.152923584,,
2489,0.137176514,-0.008544922,-0.105895996,,
2506,0.071990967,-5.19E-04,-0.113845825,,
2526,0.02166748,0.024932861,-0.139556885,,
2545,-0.024337769,0.047119141,-0.168273926,,
2566,-0.076889038,0.074691772,-0.190765381,,
2592,-0.131561279,0.072067261,-0.165908813,,
2611,-0.170776367,0.055160522,-0.102874756,,
,,,,,
Geomagnetic Rotation,,,,,
time,x,y,z,,
0,-0.161906138,-0.715499461,-0.185856685,,
0,-0.161451429,-0.715630651,-0.185165286,,
1,-0.161317632,-0.715745091,-0.184149161,,
1,-0.161248222,-0.715696335,-0.183533415,,
2,-0.161086097,-0.715726316,-0.183003142,,
17,-0.161463961,-0.715780079,-0.181837723,,
26,-0.161084205,-0.715867639,-0.180495158,,
60,-0.161597997,-0.716011941,-0.179926425,,
70,-0.161885485,-0.715997934,-0.179520205,,
86,-0.161898226,-0.715939343,-0.178980261,,
110,-0.161792338,-0.715717375,-0.178693801,,
125,-0.161757499,-0.715678036,-0.178495839,,
144,-0.161861047,-0.715793192,-0.1783586,,
164,-0.161904573,-0.715509713,-0.177368596,,
185,-0.161803916,-0.715518355,-0.176891863,,
204,-0.161459684,-0.715409696,-0.176329687,,
223,-0.161709443,-0.715428472,-0.175994396,,
242,-0.162014171,-0.715438068,-0.175580472,,
266,-0.162215084,-0.715645969,-0.175075218,,
282,-0.161877736,-0.715759277,-0.175104395,,
303,-0.161639825,-0.715851843,-0.175029203,,
322,-0.161550224,-0.715842128,-0.174600124,,
341,-0.161423042,-0.715801537,-0.174206734,,
361,-0.160999149,-0.715898335,-0.174369961,,
380,-0.160811782,-0.715877891,-0.1751782,,
400,-0.16049768,-0.716009617,-0.175371245,,
420,-0.160272405,-0.716098547,-0.175438091,,
439,-0.159910768,-0.716177523,-0.176038548,,
461,-0.15907,-0.716246665,-0.176956683,,
480,-0.158155158,-0.716314077,-0.17799519,,
498,-0.157397851,-0.7161569,-0.179306254,,
518,-0.156149492,-0.71597904,-0.180395588,,
538,-0.154673517,-0.715951145,-0.181961596,,
558,-0.152917087,-0.715876281,-0.183717147,,
577,-0.151315838,-0.715441346,-0.185243249,,
597,-0.150073096,-0.715069115,-0.186363474,,
616,-0.149778858,-0.714759588,-0.186947241,,
636,-0.150107518,-0.714514315,-0.187210113,,
658,-0.15056707,-0.714289069,-0.187235862,,
676,-0.151110023,-0.713912368,-0.188297138,,
696,-0.150841221,-0.713273227,-0.189773619,,
716,-0.15088369,-0.713007629,-0.191038638,,
736,-0.151577905,-0.711926997,-0.192750037,,
755,-0.152937904,-0.7108289,-0.194646016,,
773,-0.154227018,-0.70980531,-0.196317971,,
795,-0.155713066,-0.708513439,-0.198317707,,
815,-0.157610759,-0.707100272,-0.200577468,,
834,-0.160285175,-0.705570757,-0.201145753,,
853,-0.162978008,-0.706368566,-0.204977721,,
873,-0.168905005,-0.706426084,-0.205376118,,
893,-0.175004482,-0.704554617,-0.203039363,,
913,-0.181528345,-0.703218043,-0.201047972,,
933,-0.188609824,-0.700997114,-0.199868426,,
953,-0.194870621,-0.69877708,-0.198968068,,
970,-0.204895332,-0.698597133,-0.194575131,,
991,-0.214407697,-0.697436929,-0.189973176,,
1010,-0.222622305,-0.696489155,-0.186553374,,
1034,-0.231005505,-0.69552201,-0.18379724,,
1053,-0.238889396,-0.693623364,-0.181571454,,
1074,-0.245468572,-0.692832291,-0.181076378,,
1090,-0.250340998,-0.692204773,-0.181721687,,
1109,-0.25502193,-0.691584766,-0.182501212,,
1131,-0.25875935,-0.691208899,-0.184027046,,
1151,-0.26240027,-0.691451848,-0.18482931,,
1174,-0.266330838,-0.69105351,-0.18528147,,
1188,-0.270166516,-0.690645099,-0.185360178,,
1207,-0.272970825,-0.69007796,-0.185076997,,
1228,-0.274734974,-0.689816356,-0.184495077,,
1254,-0.276268154,-0.689746261,-0.1841802,,
1273,-0.277057588,-0.689536929,-0.183600426,,
1287,-0.276490062,-0.689281523,-0.182705045,,
1305,-0.27574417,-0.689169288,-0.182250932,,
1325,-0.274857193,-0.688363612,-0.181842834,,
1345,-0.27391994,-0.687704325,-0.18026413,,
1365,-0.273746014,-0.686923146,-0.177829161,,
1387,-0.271891892,-0.686204731,-0.175160944,,
1407,-0.268562376,-0.685633063,-0.172705993,,
1425,-0.265700728,-0.684689879,-0.169943884,,
1444,-0.262404919,-0.68392092,-0.165898457,,
1463,-0.257148445,-0.683484435,-0.162723228,,
1482,-0.250530839,-0.682486176,-0.161503568,,
1506,-0.243196726,-0.682251155,-0.161233321,,
1524,-0.235082909,-0.682389557,-0.160384446,,
1543,-0.226247787,-0.681965351,-0.160878271,,
1562,-0.216826454,-0.683137357,-0.162072301,,
1581,-0.20823212,-0.684722722,-0.162232384,,
1600,-0.199052185,-0.685972452,-0.163917154,,
1621,-0.188617796,-0.687398016,-0.166224316,,
1640,-0.178352907,-0.68900466,-0.168012381,,
1659,-0.168627888,-0.69086802,-0.170577794,,
1680,-0.158901945,-0.692590237,-0.172627866,,
1699,-0.149840161,-0.693793774,-0.174259633,,
1719,-0.141795039,-0.695275426,-0.175960138,,
1740,-0.134450123,-0.697245359,-0.177345574,,
1760,-0.128519461,-0.699052334,-0.17846784,,
1778,-0.123084858,-0.700443923,-0.17936641,,
1799,-0.118557766,-0.701678514,-0.179436952,,
1820,-0.114753544,-0.70293802,-0.178455457,,
1836,-0.112048402,-0.704223335,-0.17677173,,
1857,-0.110214658,-0.705612779,-0.174989671,,
1882,-0.108242452,-0.706930935,-0.173723355,,
1897,-0.10591267,-0.707751513,-0.172910601,,
1916,-0.103600599,-0.708307564,-0.172421128,,
1937,-0.100604571,-0.708335698,-0.173371181,,
1955,-0.097811885,-0.708940327,-0.174884334,,
1974,-0.096020237,-0.708444238,-0.175337359,,
1998,-0.095940739,-0.708316922,-0.175075307,,
2017,-0.096827865,-0.708369076,-0.173757687,,
2034,-0.098673068,-0.708765626,-0.172002181,,
2054,-0.101101294,-0.709544241,-0.170666054,,
2073,-0.103419401,-0.710308313,-0.16936022,,
2097,-0.106049404,-0.710604012,-0.167512342,,
2115,-0.108996436,-0.71085912,-0.166195497,,
2133,-0.112323239,-0.711272061,-0.164361715,,
2152,-0.11617472,-0.711475253,-0.162500158,,
2172,-0.119834751,-0.711333036,-0.162066609,,
2191,-0.12249504,-0.711372793,-0.162714481,,
2212,-0.126231402,-0.711696446,-0.163436994,,
2235,-0.131706968,-0.711849153,-0.162241161,,
2254,-0.137480155,-0.711879075,-0.160125911,,
2271,-0.14418593,-0.71194613,-0.156735107,,
2291,-0.151108593,-0.712270796,-0.154474318,,
2309,-0.156110078,-0.712021708,-0.153664619,,
2329,-0.16135183,-0.71202302,-0.152304396,,
2352,-0.166481718,-0.710889578,-0.151212633,,
2370,-0.171056226,-0.710161626,-0.150640517,,
2391,-0.17451553,-0.709490716,-0.151419222,,
2408,-0.178609103,-0.70882535,-0.152722269,,
2427,-0.18274115,-0.708519757,-0.153689072,,
2447,-0.18589133,-0.708279848,-0.154277414,,
2470,-0.18882966,-0.707945585,-0.156229451,,
2489,-0.191512495,-0.707542241,-0.157964408,,
2506,-0.193713382,-0.70739758,-0.159904599,,
2526,-0.195109934,-0.707231879,-0.161333397,,
2545,-0.196844757,-0.707559884,-0.162421286,,
2566,-0.19843702,-0.707994044,-0.163217828,,
2592,-0.200100347,-0.708718002,-0.163973555,,
2611,-0.200796396,-0.709328234,-0.165672496,,
,,,,,
Rotation Vector,,,,,
time,x*sin(theta/2),y*sin(theta/2),z*sin(theta/2),cos(theta/2),akurasi (dalam radians) (-1 jika tidak ada)
0,0.693722188,-0.233636454,0.634892523,0.247133613,0.17453292
0,0.693918288,-0.234075859,0.634789467,0.246431008,0.17453292
1,0.694114447,-0.23459737,0.634719312,0.245561764,0.17453292
1,0.694273353,-0.234873161,0.634723902,0.244836152,0.17453292
2,0.694429696,-0.234893903,0.634771347,0.244249076,0.17453292
17,0.694522917,-0.235022545,0.634928167,0.243451253,0.17453292
30,0.694526672,-0.23490335,0.635163784,0.242940471,0.17453292
60,0.694572091,-0.234715536,0.63530302,0.242627963,0.17453292
82,0.694547713,-0.234501675,0.635471523,0.242463201,0.17453292
86,0.694541574,-0.234431356,0.635620296,0.242158607,0.17453292
110,0.694527149,-0.234286383,0.635772228,0.241941437,0.17453292
126,0.694643199,-0.233928666,0.635772347,0.241954044,0.17453292
145,0.694753885,-0.233268723,0.635785937,0.242237493,0.17453292
167,0.694495142,-0.232774764,0.6361655,0.242458001,0.17453292
187,0.694484711,-0.232595563,0.636209428,0.242544517,0.17453292
204,0.694410384,-0.23286435,0.636250079,0.242392763,0.17453292
225,0.694377005,-0.233421952,0.636204302,0.242071971,0.17453292
243,0.694268942,-0.233989209,0.63619107,0.241869047,0.17453292
270,0.694153368,-0.234495729,0.636092126,0.241970375,0.17453292
283,0.693978131,-0.23464267,0.635978818,0.242627561,0.17453292
304,0.693873465,-0.234814882,0.63583976,0.243124157,0.17453292
323,0.693808496,-0.235192314,0.635746181,0.243189394,0.17453292
343,0.693814754,-0.235561222,0.635612726,0.243163377,0.17453292
361,0.69396925,-0.235569596,0.635351419,0.243397221,0.17453292
381,0.694187999,-0.235275596,0.635099888,0.243714049,0.17453292
401,0.694502831,-0.234942794,0.634894431,0.243673593,0.17453292
420,0.694864869,-0.234548688,0.634788334,0.243297249,0.17453292
440,0.695362747,-0.233851135,0.634659529,0.242881775,0.17453292
461,0.695998669,-0.232624367,0.634544432,0.24253884,0.17453292
480,0.696783185,-0.230966315,0.634477019,0.242046848,0.17453292
499,0.697625875,-0.22890611,0.634641528,0.241143823,0.17453292
519,0.698498964,-0.226407617,0.635091841,0.239785522,0.17453292
540,0.699472964,-0.223372534,0.635703564,0.238166511,0.17453292
559,0.70055449,-0.219589487,0.636642754,0.235987008,0.17453292
578,0.701686859,-0.215099931,0.638066173,0.232893035,0.17453292
598,0.702958107,-0.210183516,0.639687657,0.229068711,0.17453292
617,0.70450002,-0.204874828,0.641507864,0.223994762,0.17453292
637,0.706358254,-0.199281156,0.643352389,0.217813551,0.17453292
658,0.708283663,-0.193623021,0.645173609,0.211176276,0.17453292
676,0.710241616,-0.187477469,0.647060752,0.204258174,0.17453292
698,0.712078869,-0.18056725,0.649263203,0.196968168,0.17453292
719,0.714021325,-0.173252881,0.651406229,0.189280063,0.17453292
737,0.715714455,-0.164865091,0.654142201,0.180749252,0.17453292
756,0.717647612,-0.155333698,0.656950831,0.171081856,0.17453292
775,0.719723105,-0.145287469,0.659547269,0.160896301,0.17453292
800,0.72201401,-0.134358838,0.66204834,0.149450615,0.17453292
816,0.724461198,-0.122668423,0.664425611,0.136554345,0.17453292
835,0.72643894,-0.111223564,0.66697526,0.122718513,0.17453292
854,0.729138255,-0.096829221,0.668705881,0.108692124,0.17453292
874,0.731126249,-0.082022123,0.671062529,0.091661572,0.17453292
897,0.73200804,-0.066543356,0.673812509,0.07558354,0.17453292
914,0.732737243,-0.051167522,0.675953627,0.059705142,0.17453292
933,0.73369956,-0.036917664,0.677062571,0.043684252,0.17453292
953,0.734839022,-0.024490565,0.677213728,0.028168287,0.17453292
972,0.736566842,-0.013439246,0.676116645,0.012446069,0.17453292
992,-0.73845768,0.00351682,-0.674287617,0.002039119,0.17453292
1017,-0.740314484,-0.004702007,-0.672121584,0.012841563,0.17453292
1033,-0.742143691,-0.01206545,-0.66981858,0.020498415,0.17453292
1053,-0.743650377,-0.01851026,-0.667834044,0.025281586,0.17453292
1074,-0.744856834,-0.023222186,-0.666255295,0.027439106,0.17453292
1090,-0.745727777,-0.026173046,-0.665146291,0.028025702,0.17453292
1110,-0.746237159,-0.027293831,-0.664540648,0.027763968,0.17453292
1132,-0.746482909,-0.0269452,-0.664319098,0.026784107,0.17453292
1153,-0.746712983,-0.025125988,-0.664194822,0.025172185,0.17453292
1174,-0.746924341,-0.021571189,-0.664165497,0.022867136,0.17453292
1189,-0.747080088,-0.016694866,-0.66424197,0.019370321,0.17453292
1213,-0.747095346,-0.010727799,-0.664480686,0.014102177,0.17453292
1228,-0.746925831,-0.003678015,-0.66486156,0.006883535,0.17453292
1255,0.746499598,-0.00411823,0.665371597,0.001425453,0.17453292
1273,0.745537281,-0.013567416,0.666234493,0.011032224,0.17453292
1289,0.743876815,-0.024837822,0.667490065,0.022077253,0.17453292
1306,0.741957426,-0.036866102,0.668593347,0.033510514,0.17453292
1327,0.739714384,-0.05022141,0.669472039,0.045908786,0.17453292
1346,0.73714608,-0.064435951,0.670029223,0.059367742,0.17453292
1365,0.734384596,-0.078667626,0.670095444,0.073910579,0.17453292
1387,0.731250644,-0.09364339,0.669516325,0.090836577,0.17453292
1407,0.72778666,-0.109870985,0.667960405,0.109926447,0.17453292
1425,0.724020123,-0.126869991,0.665554047,0.129370287,0.17453292
1444,0.719542801,-0.145181254,0.662385345,0.149753839,0.17453292
1464,0.713941693,-0.164919913,0.658428013,0.171933696,0.17453292
1483,0.707383394,-0.184607938,0.654023111,0.194377005,0.17453292
1506,0.700114846,-0.204653323,0.6486848,0.217173338,0.17453292
1524,0.692282021,-0.224805087,0.642279208,0.240178525,0.17453292
1543,0.684521019,-0.243152842,0.635419965,0.261818916,0.17453292
1563,0.676436841,-0.260869145,0.627959132,0.282927155,0.17453292
1582,0.667791963,-0.278256774,0.620308638,0.303058267,0.17453292
1602,0.659449697,-0.294145137,0.612736404,0.321183473,0.17453292
1623,0.65135926,-0.309115887,0.604831815,0.338167042,0.17453292
1641,0.643782854,-0.322706908,0.597037613,0.353482634,0.17453292
1660,0.637152135,-0.334222913,0.59012419,0.366177112,0.17453292
1680,0.631109178,-0.344418496,0.58416152,0.376606405,0.17453292
1700,0.62576282,-0.353291154,0.5792889,0.384747386,0.17453292
1720,0.621742249,-0.360047936,0.575612903,0.390476525,0.17453292
1740,0.618811488,-0.364932567,0.572879434,0.394595593,0.17453292
1760,0.616790593,-0.368019491,0.571227431,0.397278517,0.17453292
1779,0.615739524,-0.369500041,0.570638359,0.398379713,0.17453292
1799,0.615494251,-0.370029718,0.570995152,0.397755444,0.17453292
1820,0.615957737,-0.369722843,0.57225585,0.39550516,0.17453292
1838,0.617084444,-0.368360251,0.574136138,0.392282039,0.17453292
1857,0.618991017,-0.365753204,0.576288939,0.388543218,0.17453292
1882,0.621723175,-0.362077236,0.578427255,0.384424627,0.17453292
1898,0.625061631,-0.357846022,0.580495179,0.379828244,0.17453292
1917,0.629069686,-0.353070766,0.58271867,0.374234259,0.17453292
1937,0.633835793,-0.347688049,0.585087478,0.367474943,0.17453292
1956,0.639176965,-0.341737241,0.587680459,0.359583259,0.17453292
1979,0.645185888,-0.33465752,0.591111064,0.349753112,0.17453292
1998,0.651910961,-0.326363742,0.595198929,0.337989658,0.17453292
2017,0.658549786,-0.3171691,0.599674106,0.325740546,0.17453292
2035,0.665196955,-0.306497455,0.604669213,0.312965572,0.17453292
2055,0.671627343,-0.294710666,0.60973984,0.300465792,0.17453292
2074,0.677607238,-0.282672167,0.614510715,0.288654566,0.17453292
2098,0.683365643,-0.270471811,0.619173288,0.276551723,0.17453292
